,WT,vpsL,rbmB,hapR,potD1,flaA,luxO_D47E,vpvC_W240R
WT,0.9191666666666667,0.00625,0.0,0.0,0.0,0.0,0.07458333333333333,0.0
vpsL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rbmB,0.009166666666666667,0.0,0.9445833333333333,0.0,0.013333333333333332,0.0,0.032916666666666664,0.0
hapR,0.0,0.0,0.0,0.9824999999999998,0.01125,0.00625,0.0,0.0
potD1,0.0064516129032258064,0.0012903225806451613,0.008118279569892473,0.003870967741935484,0.9802688172043011,0.0,0.0,0.0
flaA,0.01,0.0,0.0,0.0,0.010416666666666664,0.9633333333333333,0.01625,0.0
luxO_D47E,0.0875,0.0125,0.00125,0.0,0.0,0.0,0.8987500000000002,0.0
vpvC_W240R,0.0,0.0,0.004583333333333333,0.00125,0.005,0.0,0.0,0.9891666666666665
