locus,oldLocus,gene,description,logFC,qvalue
VC_RS03115,VC0615; VC_0615,,glycoside hydrolase family 9 protein,0.131121981884238,0.82310359043107
VC_RS03120,VC0616; VC_0616,,ABC transporter ATP-binding protein,-0.484155417340514,0.848129865358703
VC_RS03125,VC0617; VC_0617,,ABC transporter ATP-binding protein,0.0417954136407842,0.966419980370621
VC_RS03130,VC0618; VC_0618,,ABC transporter permease,-0.154424960078576,0.734571682409477
VC_RS03135,VC0619; VC_0619,,ABC transporter permease,0.306952504919948,0.619232686937686
VC_RS03140,VC0620; VC_0620,,ABC transporter substrate-binding protein,-0.0357773986426084,0.970109839430874
VC_RS03145,VC0622; VC_0622,chiS,two-component system sensor histidine kinase ChiS,-0.124347098950467,0.777213303153342
VC_RS03150,VC0623; VC_0623,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC,-0.0902823500739771,0.804205654383962
VC_RS03155,VC0624; VC_0624,,AI-2E family transporter,0.0575438522698871,0.962410096243451
VC_RS03165,VC0626; VC_0626,hemL,"glutamate-1-semialdehyde 2,1-aminomutase",-0.231303290796763,0.571547806336631
VC_RS03170,VC0627; VC_0627,erpA,iron-sulfur cluster insertion protein ErpA,0.191217657043736,0.710854770296853
VC_RS03175,VC0628; VC_0628,vexE,multidrug efflux RND transporter periplasmic adaptor subunit VexE,-0.124925462618541,0.714050171640897
VC_RS03180,VC0629; VC_0629,vexF,multidrug efflux RND transporter permease subunit VexF,-0.246347383747733,0.587446879718233
VC_RS03185,VC0630; VC_0630,,peptidoglycan DD-metalloendopeptidase family protein,-0.205157844239744,0.818886090954697
VC_RS03190,VC0631; VC_0631,tyrS,tyrosine--tRNA ligase,0.156511735584061,0.721590134157267
VC_RS03195,VC0632; VC_0632,dacB,serine-type D-Ala-D-Ala carboxypeptidase,-0.298356009772161,0.421582743744366
VC_RS03200,VC0633; VC_0633,ompU,porin OmpU,0.360408395686452,0.695952427188307
VC_RS03205,VC0634; VC_0634,greA,transcription elongation factor GreA,0.67640746246569,0.298641903027796
VC_RS03210,VC0635; VC_0635,yhbY,ribosome assembly RNA-binding protein YhbY,0.0158972987237877,0.98989430534948
VC_RS03215,VC0636; VC_0636,rlmE,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,0.306203050081616,0.434605208818091
VC_RS03220,VC0637; VC_0637,ftsH,ATP-dependent zinc metalloprotease FtsH,0.250586732791699,0.53681219347668
VC_RS03225,VC0638; VC_0638,folP,dihydropteroate synthase,-0.291759286462117,0.321465558729618
VC_RS03230,VC0639; VC_0639,glmM,phosphoglucosamine mutase,-0.0121321599027489,0.984419503848581
VC_RS03235,VC0640; VC_0640,secG,preprotein translocase subunit SecG,-0.200087223283916,0.687931170306998
VC_RS03250,VC0641; VC_0641,rimP,ribosome maturation factor RimP,-0.253520504954961,0.640888928227595
VC_RS03255,VC0642; VC_0642,nusA,transcription termination factor NusA,-0.388664559899481,0.434605208818091
VC_RS03260,VC0643; VC_0643,infB,translation initiation factor IF-2,-0.398631024986299,0.321465558729618
VC_RS03265,VC0644; VC_0644,rbfA,30S ribosome-binding factor RbfA,-0.288123543238861,0.480845767385796
VC_RS03270,VC0645; VC_0645,truB,tRNA pseudouridine(55) synthase TruB,-0.200887000357198,0.651144520549828
VC_RS03275,VC0646; VC_0646,rpsO,30S ribosomal protein S15,-0.109307087453748,0.888780234967802
VC_RS03280,VC0647; VC_0647,pnp,polyribonucleotide nucleotidyltransferase,-0.0937469118338379,0.876553789428223
VC_RS03285,VC0648; VC_0648,nlpI,lipoprotein NlpI,0.129901180675091,0.638230164044313
VC_RS03290,VC0649; VC_0649,,MarR family winged helix-turn-helix transcriptional regulator,0.224021276492082,0.760325088445906
VC_RS03295,VC0650; VC_0650,vcrM,sodium-coupled multidrug efflux MATE transporter VcrM,-0.263642589645784,0.687931170306998
VC_RS03300,VC0651; VC_0651,,U32 family peptidase,0.625597034133879,0.559532413600093
