locus,oldLocus,gene,description,logFC,qvalue
VC_RS00005,VC0002; VC_0002,mioC,FMN-binding protein MioC,-0.861384009977312,0.0001862341878451
VC_RS00010,VC0003; VC_0003,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,0.319975871211314,0.0346925485851013
VC_RS00015,VC0004; VC_0004,yidC,membrane protein insertase YidC,-1.88335865473094,4.38038020872261e-08
VC_RS00020,VC0005; VC_0005,yidD,membrane protein insertion efficiency factor YidD,-1.72913204383638,4.54562302056224e-06
VC_RS00025,VC0006; VC_0006,rnpA,ribonuclease P protein component,-2.99427117931749,1.0548863663391e-06
VC_RS00030,VC0007; VC_0007,rpmH,50S ribosomal protein L34,-3.40621392592843,3.44836446461656e-08
VC_RS00035,VC0008; VC_0008,,amino acid ABC transporter ATP-binding protein,1.45122757437679,7.12971296631211e-05
VC_RS00040,VC0009; VC_0009,,amino acid ABC transporter permease,1.60585000905554,0.0001497185451271
VC_RS00045,VC0010; VC_0010,,amino acid ABC transporter substrate-binding protein,2.29843605871296,2.54661341547122e-05
VC_RS00050,VC0012; VC_0012,dnaA,chromosomal replication initiator protein DnaA,-1.36204665237871,1.64923053599891e-07
VC_RS00055,VC0013; VC_0013,dnaN,DNA polymerase III subunit beta,-1.31622938121126,1.1092544609044e-05
VC_RS00060,VC0014; VC_0014,recF,DNA replication/repair protein RecF,-1.06724412625062,1.70191750990806e-06
VC_RS00065,VC0015; VC_0015,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,-0.647088977825359,0.0012949244036956
VC_RS00070,VC0015a; VC_0016,,hypothetical protein,-2.41451151694372,1.42260051226829e-06
VC_RS00075,VC0018; VC_0018,,Hsp20 family protein,1.19789833258514,0.0370327353964595
VC_RS00080,VC0019; VC_0019,,valine--pyruvate transaminase,0.021976580081353,0.908331077122744
VC_RS00085,VC0020; VC_0020,glyS,glycine--tRNA ligase subunit beta,-0.409994419976354,0.0184646030175227
VC_RS00090,VC0021; VC_0021,glyQ,glycine--tRNA ligase subunit alpha,-0.939004259639198,2.66843198815082e-05
VC_RS00095,VC0022; VC_0022,,TMEM165/GDT1 family protein,-1.78141330214117,1.8268091364412e-06
VC_RS00100,VC0023; VC_0023,,hypothetical protein,-1.68952843457143,0.0003106323384471
VC_RS00105,VC0024; VC_0024,tusA,sulfurtransferase TusA,-1.04926591703918,2.80308295399641e-05
VC_RS00110,VC0025; VC_0025,,hypothetical protein,-3.00132792431495,8.37825036625392e-07
VC_RS00115,VC0026; VC_0026,,MDR family oxidoreductase,0.456223822165491,0.0745795591187495
VC_RS00120,VC0027; VC_0027,ilvA,"threonine ammonia-lyase, biosynthetic",0.632295993725147,0.0120580428628713
VC_RS00125,VC0028; VC_0028,ilvD,dihydroxy-acid dehydratase,1.08886810446049,0.025492527217375
VC_RS00130,VC0029; VC_0029,ilvE,branched-chain-amino-acid transaminase,0.417426645921387,0.0637612685719279
VC_RS00135,VC0030; VC_0030,ilvM,acetolactate synthase 2 small subunit,0.37870685196492,0.212163450241775
VC_RS00140,VC0031; VC_0031,ilvG,acetolactate synthase 2 catalytic subunit,0.608067655276176,0.0130365322659784
VC_RS00145,VC0032; VC_0032,,YifB family Mg chelatase-like AAA ATPase,0.376466506975535,0.117433222386542
VC_RS00150,VC0033; VC_0033,,acyltransferase,-1.89894257766862,1.38247050667035e-06
VC_RS00155,VC0034; VC_0034,,thiol:disulfide interchange protein DsbA/DsbL,-0.115427108751586,0.648350238555813
VC_RS00160,VC0035; VC_0035,,serine/threonine protein kinase,-0.914329102965007,1.48008607342759e-05
VC_RS00165,VC0036; VC_0036,ccoG,cytochrome c oxidase accessory protein CcoG,-1.87936250007895,1.49689641278389e-07
VC_RS00170,VC0037; VC_0037,,YihD family protein,-0.575372436929917,0.0393597618347048
VC_RS00175,VC0039; VC_0039,,sporulation protein,0.407554848732509,0.0141038061325598
VC_RS00180,VC0040; VC_0040,,PAQR family membrane homeostasis protein TrhA,0.0916513716854221,0.758011050669193
VC_RS00185,VC0041; VC_0041,,DUF3157 family protein,-0.552491045933323,0.0077757884496865
VC_RS00190,VC0042; VC_0042,,TrkH family potassium uptake protein,-0.523199592128153,0.0080394407948081
VC_RS00195,VC0043; VC_0043,trkA,Trk system potassium transporter TrkA,-0.191568204617631,0.321394873853412
VC_RS00200,VC0044; VC_0044,rsmB,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,-0.652869811028183,0.0001561846943383
VC_RS00205,VC0045; VC_0045,fmt,methionyl-tRNA formyltransferase,-0.712170682561406,0.0005644955022561
VC_RS00210,VC0046; VC_0046,def,peptide deformylase,-1.08773263180546,6.18337630798314e-06
VC_RS00215,VC0047; VC_0047,,LysM peptidoglycan-binding domain-containing protein,-0.553671142024413,0.0069365466209344
VC_RS00220,VC0048; VC_0048,dprA,DNA-processing protein DprA,-1.12861011661819,0.0121137670141923
VC_RS00225,VC0049; VC_0049,,DUF494 family protein,-0.592465065091996,0.0110759812577651
VC_RS00230,VC0050; VC_0050,,DNA topoisomerase family protein,-0.529883320735674,0.37097317325989
VC_RS00235,VC0051; VC_0051,,5-(carboxyamino)imidazole ribonucleotide synthase,-2.8285958053362,3.53530587050791e-08
VC_RS00240,VC0052; VC_0052,purE,5-(carboxyamino)imidazole ribonucleotide mutase,-2.80457820467093,2.62501700714019e-07
VC_RS00245,VC0054; VC_0054,,L-threonylcarbamoyladenylate synthase,-0.271139887602786,0.459674065774674
VC_RS00250,VC0055; VC_0055,hemF,oxygen-dependent coproporphyrinogen oxidase,-1.05851939534533,0.0091258782347879
VC_RS00255,VC0056; VC_0056,aroE,shikimate dehydrogenase,-1.78227474991666,7.68903262702631e-08
VC_RS00260,VC0057; VC_0057,,DUF1488 domain-containing protein,-1.53017073811195,3.81556795533733e-06
VC_RS00265,VC0058; VC_0058,,gamma carbonic anhydrase family protein,-0.0065199918084402,0.969136035381948
VC_RS00300,VC0060; VC_0060,crcB,fluoride efflux transporter CrcB,-1.96473422555758,5.84558929677622e-07
VC_RS00305,VC0061; VC_0061,thiC,phosphomethylpyrimidine synthase ThiC,0.315662394820605,0.122342220080919
VC_RS00310,VC0062; VC_0062,,thiamine phosphate synthase,0.555226165846504,0.0010400339955197
VC_RS00315,VC0063; VC_0063,thiF,thiazole biosynthesis adenylyltransferase ThiF,0.59929628129445,0.0047086714649927
VC_RS00320,VC0064; VC_0064,thiS,sulfur carrier protein ThiS,0.309341156942991,0.189313316645212
VC_RS00325,VC0065; VC_0065,,thiazole synthase,0.711077013546331,0.0012924861969324
VC_RS00330,VC0066; VC_0066,thiH,2-iminoacetate synthase ThiH,-0.502253401639219,0.162198316061877
VC_RS00335,VC0067; VC_0067,,aminopeptidase P family protein,-1.33601693139321,4.11264167541272e-05
VC_RS00340,VC0068; VC_0068,,LysR substrate-binding domain-containing protein,-2.19364046276068,6.7707353520203e-07
VC_RS00345,VC0069; VC_0069,,multidrug effflux MFS transporter,-1.00216599397092,0.0001363154780904
VC_RS00350,VC0070; VC_0070,,hypothetical protein,-2.62486728712052,2.67667330623006e-07
VC_RS00355,VC0071; VC_0071,asnC,transcriptional regulator AsnC,0.0907357155552578,0.575065273647899
VC_RS00360,VC0072; VC_0072,,sensor domain-containing protein,-0.939228711857483,6.37081920138742e-05
VC_RS00365,VC0073; VC_0073,,class I SAM-dependent methyltransferase,-0.802960272567307,4.37800360177316e-05
VC_RS00370,VC0074; VC_0074,,hypothetical protein,-0.433186752174515,0.0626893470461886
VC_RS00375,VC0075; VC_0075,,carboxylate/amino acid/amine transporter,-1.55288623172343,2.22692704826854e-07
VC_RS00380,VC0076; VC_0076,uspA,universal stress protein UspA,0.375331499918473,0.0958991892324443
VC_RS00385,VC0078; VC_0078,ftnA,non-heme ferritin,-0.918689310472501,0.0001758289942325
VC_RS00390,VC0079; VC_0079,uspB,universal stress protein UspB,-0.800205220837045,0.0006939604170633
VC_RS00395,VC0080; VC_0080,,NAD(P)/FAD-dependent oxidoreductase,-1.03764660630258,0.0054108900259952
VC_RS00400,VC0081; VC_0081,,DMT family transporter,-1.1290023625353,0.0003339232149848
VC_RS00405,VC0082; VC_0082,rmuC,DNA recombination protein RmuC,-0.596754514687393,0.0006772704150295
VC_RS00410,VC0083; VC_0083,ubiE,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",-0.798280232285627,3.29013503157303e-05
VC_RS00415,VC0084; VC_0084,,ubiquinone biosynthesis accessory factor UbiJ,-0.0489526341912891,0.966707360895986
VC_RS00420,VC0085; VC_0085,ubiB,ubiquinone biosynthesis regulatory protein kinase UbiB,0.0136330899415657,0.917153198666022
VC_RS00425,VC0086; VC_0086,tatA,Sec-independent protein translocase subunit TatA,-2.15921371291879,0.0018148611073047
VC_RS00430,VC0087; VC_0087,tatB,Sec-independent protein translocase protein TatB,0.207433203709956,0.331722021440057
VC_RS00435,VC0088; VC_0088,tatC,twin-arginine translocase subunit TatC,-0.972336135043855,9.00604842867719e-06
VC_RS00440,VC0089; VC_0089,,cytochrome-c peroxidase,1.49530102923033,0.0016342517896772
VC_RS00445,VC0090; VC_0090,dinF,MATE family efflux transporter DinF,-1.54744074072068,8.76487478884263e-06
VC_RS00450,VC0091; VC_0091,,class I SAM-dependent methyltransferase,-0.978894722205641,0.0001162601451538
VC_RS00455,VC0092; VC_0092,lexA,transcriptional repressor LexA,-0.778227498111487,0.0036542008023873
VC_RS00460,VC0093; VC_0093,plsB,glycerol-3-phosphate 1-O-acyltransferase PlsB,-0.941951687573409,2.98313014305508e-05
VC_RS00465,VC0094; VC_0094,ubiA,4-hydroxybenzoate octaprenyltransferase,-2.44665569716487,1.53607210732455e-09
VC_RS00470,VC0095; VC_0095,,chorismate lyase,-2.13768474951339,4.29144510112309e-07
VC_RS00475,VC0097; VC_0097,,flagellar basal body-associated protein FliL,-1.82785838909996,7.53036723044924e-08
VC_RS00480,VC0098; VC_0098,,methyl-accepting chemotaxis protein,-0.195319257985712,0.318151324812746
VC_RS00485,VC0099; VC_0099,glpG,rhomboid family intramembrane serine protease GlpG,-1.13724305708986,7.50635694684158e-05
VC_RS00490,VC0100; VC_0100,glpE,thiosulfate sulfurtransferase GlpE,-2.87928094595,1.86750245673716e-06
VC_RS00495,VC0103; VC_0103,,TatD family hydrolase,-0.982791328775435,5.51458151875567e-05
VC_RS00500,VC0105; VC_0105,hemB,porphobilinogen synthase,0.992122581310681,2.27992797037999e-05
VC_RS00505,VC0106; VC_0106,,GNAT family N-acetyltransferase,0.302319584952985,0.121086107122438
VC_RS00510,VC0108; VC_0108,polA,DNA polymerase I,-0.869224427722398,0.0001281440494829
VC_RS00515,VC0111; VC_0111,yihA,ribosome biogenesis GTP-binding protein YihA/YsxC,-1.1104547837932,2.61459703192507e-05
VC_RS00520,VC0112; VC_0112,,c-type cytochrome,-1.49828703970896,5.71145788739751e-06
VC_RS00525,VC0113; VC_0113,,class I SAM-dependent methyltransferase,-1.60612385295959,3.3780222847725e-06
VC_RS00530,VC0114; VC_0114,yihI,Der GTPase-activating protein YihI,-1.10603378097945,7.60884723434144e-06
VC_RS00535,VC0115; VC_0115,,DUF2489 domain-containing protein,-1.88439142596575,5.55394495576569e-07
VC_RS00540,VC0116; VC_0116,hemN,oxygen-independent coproporphyrinogen III oxidase,-0.670913715232895,0.0001794447917166
VC_RS00545,VC0117; VC_0117,,heme biosynthesis protein HemY,-1.46517092448931,8.1821189984565e-07
VC_RS00550,VC0118; VC_0118,,uroporphyrinogen-III C-methyltransferase,-0.8399476144203,6.05808533524713e-05
VC_RS00555,VC0119; VC_0119,,uroporphyrinogen-III synthase,-1.00192586316872,7.69931289877938e-05
VC_RS00560,VC0120; VC_0120,hemC,hydroxymethylbilane synthase,-0.796613520801116,9.33757892023793e-06
VC_RS00565,VC0122; VC_0122,,class I adenylate cyclase,-0.382171062135432,0.289778553609727
VC_RS00570,VC0123; VC_0123,cyaY,iron donor protein CyaY,-2.63350779993414,2.36929155888947e-08
VC_RS00575,VC0124; VC_0124,,LPS translocon maturation chaperone LptM,-0.268110853076245,0.446815668215573
VC_RS00580,VC0125; VC_0125,lysA,diaminopimelate decarboxylase,0.123675399614195,0.546767531175084
VC_RS00585,VC0126; VC_0126,dapF,diaminopimelate epimerase,0.436376104199138,0.040228900541957
VC_RS00590,VC0127; VC_0127,,DUF484 family protein,0.107760562712309,0.496082329402224
VC_RS00595,VC0128; VC_0128,xerC,tyrosine recombinase XerC,-0.0156735897932687,0.932609922626425
VC_RS00600,VC0129; VC_0129,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,-0.349059574388679,0.140381198225741
VC_RS00605,VC0130; VC_0130,cdpA,cyclic di-GMP phosphodiesterase CdpA,-2.56128457632841,2.382714099099e-09
VC_RS00610,VC0131; VC_0131,,tRNA-uridine aminocarboxypropyltransferase,1.98140601478828,5.39793846369534e-07
VC_RS00615,VC0132; VC_0132,,COG3650 family protein,1.62381757587517,7.50846285151955e-08
VC_RS00620,VC0134; VC_0134,,Cof-type HAD-IIB family hydrolase,0.526881792431452,0.0312120046457711
VC_RS00625,VC0135; VC_0135,,alpha/beta fold hydrolase,-0.431488818626006,0.0067342200722916
VC_RS00630,VC0136; VC_0136,rhtB,homoserine/homoserine lactone efflux protein,-1.68849700432276,0.0023882123300598
VC_RS00635,VC0137; VC_0137,,EAL and HDOD domain-containing protein,-1.68749093402022,0.0006661877951463
VC_RS00640,VC0139; VC_0139,,Dps family protein,2.09320841320793,2.50299472577023e-06
VC_RS00645,VC0140; VC_0140,,DUF2500 domain-containing protein,-3.84677741335073,9.81217240983264e-09
VC_RS00650,VC0142; VC_0142,,DUF4145 domain-containing protein,-3.91286238425194,0.0004534556317132
VC_RS00655,VC0143; VC_0143,,hypothetical protein,-4.9634878584064,2.23753648546326e-07
VC_RS00660,VC0144; VC_0144,,lysoplasmalogenase,-2.07964124234168,1.7286995370307e-06
VC_RS00665,VC0145; VC_0145,,DUF1145 domain-containing protein,-0.599613283604656,0.0645145061392819
VC_RS00670,VC0146; VC_0146,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,-0.412811642773011,0.0143869135816225
VC_RS00675,VC0147; VC_0147,ftsY,signal recognition particle-docking protein FtsY,0.818128204801462,6.39220672688575e-05
VC_RS00680,VC0148; VC_0148,ftsE,cell division ATP-binding protein FtsE,0.801506976315296,0.0001717429694857
VC_RS00685,VC0149; VC_0149,ftsX,permease-like cell division protein FtsX,0.806212896213327,6.69240097581606e-05
VC_RS00690,VC0150; VC_0150,rpoH,RNA polymerase sigma factor RpoH,1.7455756512971,1.07401294400901e-07
VC_RS00695,VC0151; VC_0151,sthA,Si-specific NAD(P)(+) transhydrogenase,-1.1597620272276,2.7712989915717e-05
VC_RS00700,VC0152; VC_0152,fabR,HTH-type transcriptional repressor FabR,-1.08574996860462,7.12217653127407e-06
VC_RS00705,VC0153; VC_0153,,YijD family membrane protein,-1.37463502783865,5.73762259655343e-06
VC_RS00710,VC0154; VC_0154,trmA,tRNA (uridine(54)-C5)-methyltransferase TrmA,-0.880522790418224,0.0003494432902226
VC_RS00715,VC0156; VC_0156,btuB,TonB-dependent vitamin B12 receptor,-3.16143077693563,1.35454153707012e-09
VC_RS00720,VC0157; VC_0157,,S8 family peptidase,7.08173336480365,1.7299392455227e-09
VC_RS00725,VC0158; VC_0158,murI,glutamate racemase,0.322169091772945,0.0804617508718296
VC_RS00730,VC0159; VC_0159,,RNA recognition motif domain-containing protein,-2.61273598222895,2.72552797871638e-08
VC_RS00760,VC0161; VC_0161,ilvY,HTH-type transcriptional activator IlvY,-1.73763737702296,2.19899382911263e-06
VC_RS00765,VC0162; VC_0162,ilvC,ketol-acid reductoisomerase,1.12188401665001,3.134570422105e-05
VC_RS00770,VC0163; VC_0163,,ubiquinone biosynthesis accessory factor UbiK,-3.01139820782556,1.47079172359533e-08
VC_RS00775,VC0164; VC_0164,vexB,multidrug efflux RND transporter permease subunit VexB,-0.709321214820046,0.0011320930580543
VC_RS00780,VC0165; VC_0165,vexA,multidrug efflux RND transporter periplasmic adaptor subunit VexA,-1.4181456641892,1.93946196961659e-06
VC_RS00785,VC0166; VC_0166,vexR,TetR family transcriptional regulator VexR,-2.41722807085225,1.16960496155422e-08
VC_RS00790,VC0167; VC_0167,rep,DNA helicase Rep,0.444283391929698,0.0051274075633312
VC_RS00795,VC0168; VC_0168,,c-type cytochrome,-1.58187594445339,7.76020857448409e-07
VC_RS00830,VC0170; VC_0170,,dipeptide ABC transporter ATP-binding protein,-0.14604864732762,0.504903799186456
VC_RS00835,VC0171; VC_0171,,ABC transporter substrate-binding protein,-0.506954771210914,0.142935935481899
VC_RS00840,VC0172; VC_0172,,ABC transporter permease,-1.32310281524877,0.0007260602167345
VC_RS00845,VC0173; VC_0173,,ABC transporter permease,-2.00322720650909,4.27210807150812e-06
VC_RS00850,VC0174; VC_0174,,SPOR domain-containing protein,-0.551940956104233,0.0095535657681878
VC_RS00855,VC0175; VC_0175,,anti-phage dCTP deaminase,-3.9145461045273,1.0970504049594e-07
VC_RS00860,,,hypothetical protein,-2.48638196282372,0.0002002416678628
VC_RS00865,VC0176; VC_0176,,helix-turn-helix domain-containing protein,-1.56796549133281,3.24560341403067e-05
VC_RS00870,VC0177; VC_0177,vspR,transcriptional regulator VspR,-0.434964491823946,0.134878795229128
VC_RS00875,,,hypothetical protein,-2.38885660131245,0.000726491989532
VC_RS00880,VC0178; VC_0178,,CBASS cGAMP-activated phospholipase,-1.83043934730738,0.0006958763297627
VC_RS00885,VC0179; VC_0179,dncV,cyclic AMP-GMP synthase,-0.739223329305674,0.0032938064280562
VC_RS00890,VC0180; VC_0180,,E2/UBC family protein,-0.350608972757527,0.453020059874794
VC_RS00895,VC0181; VC_0181,,CBASS system CD-NTase/cGAS isopeptidase Cap3,-0.836438200714902,0.0095317080057545
VC_RS00900,VC0182; VC_0182,,hypothetical protein,-2.00546879765206,0.0002121234967441
VC_RS00905,VC0183; VC_0183,,hypothetical protein,-3.02927881627576,7.50573725059926e-09
VC_RS00910,VC0184; VC_0184,,hypothetical protein,-3.46446586684284,1.67389463747426e-06
VC_RS00915,VC0185; VC_0185,,site-specific integrase,-0.486948975183264,0.143866449545375
VC_RS00920,VC0186; VC_0186,gorA,glutathione-disulfide reductase,0.867308277326738,0.000107800121822
VC_RS00925,VC0187; VC_0187,,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,1.43198520041484,2.50043879285291e-07
VC_RS00930,VC0188; VC_0188,prlC,oligopeptidase A,1.43740546440096,4.17970592684662e-05
VC_RS00935,VC0190; VC_0190,uvrD,DNA helicase II,-0.236737954916832,0.123180606972335
VC_RS00940,VC0191; VC_0191,,LysE family translocator,0.945284701147966,0.0008569011937287
VC_RS00945,VC0192; VC_0192,,AraC family transcriptional regulator,0.447150868812339,0.0492298682619629
VC_RS00950,VC0194; VC_0194,ggt,gamma-glutamyltransferase,-2.89205361100527,3.18534942037358e-05
VC_RS00955,VC0195; VC_0195,rarD,EamA family transporter RarD,-3.1028214243299,1.33145493938154e-07
VC_RS00960,VC0196; VC_0196,recQ,ATP-dependent DNA helicase RecQ,-1.41974983762716,1.71439450939382e-07
VC_RS00965,VC0197; VC_0197,,DUF3630 family protein,-2.04901141382611,1.31368774647869e-07
VC_RS00970,VC0198; VC_0198,,hypothetical protein,-0.377199201767092,0.161634110946964
VC_RS00975,VC0199; VC_0199,,ABC transporter ATP-binding protein,0.0907126132110634,0.586029080074665
VC_RS00980,VC0200; VC_0200,fhuA,TonB-dependent siderophore receptor FhuA,1.26063891585225,2.62762565702003e-05
VC_RS00985,VC0201; VC_0201,,ABC transporter ATP-binding protein,1.27996270759252,0.0001048664375462
VC_RS00990,VC0202; VC_0202,,iron-siderophore ABC transporter substrate-binding protein,0.974864244169299,0.0002786762764381
VC_RS00995,VC0203; VC_0203,fhuB,Fe(3+)-hydroxamate ABC transporter permease FhuB,0.610165875960489,0.0126450578897796
VC_RS01000,VC0204; VC_0204,,MurR/RpiR family transcriptional regulator,-1.19663385001214,0.0001857246682919
VC_RS01005,VC0206; VC_0206,murQ,N-acetylmuramic acid 6-phosphate etherase,0.392025256161148,0.201070969022625
VC_RS01010,VC0207; VC_0207,murP,PTS N-acetylmuramic acid transporter subunit IIBC,-0.350189166659973,0.282867852737243
VC_RS01015,VC0208; VC_0208,,TIGR00645 family protein,-1.52535955221502,1.17378762508405e-07
VC_RS01020,VC0209; VC_0209,,YicC/YloC family endoribonuclease,-0.951842186526267,9.64282214072522e-06
VC_RS01025,VC0210; VC_0210,rph,ribonuclease PH,-0.716777438141572,0.0002840622859232
VC_RS01030,VC0211; VC_0211,pyrE,orotate phosphoribosyltransferase,-1.08520718558189,0.0002002416678628
VC_RS01035,VC0212; VC_0212,lpxN,lipid A biosynthesis myristoyltransferase LpxN,-0.582618446813913,0.0018055157793007
VC_RS01040,VC0213; VC_0213,,Kdo(2)-lipid IV(A) acyltransferase,0.417221131354825,0.0294417561899999
VC_RS01045,VC0214; VC_0214,slmA,nucleoid occlusion factor SlmA,-0.0347648232987575,0.858756356092497
VC_RS01050,,,hypothetical protein,-1.40323479320591,0.006366101836505
VC_RS01055,VC0215; VC_0215,coaBC,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,-0.415427157640894,0.0128189013445468
VC_RS01060,VC0216; VC_0216,,methyl-accepting chemotaxis protein,-1.35493426740296,0.0001743952118542
VC_RS01065,VC0217; VC_0217,radC,RadC family protein,-1.70792858682081,1.21812892979429e-05
VC_RS01070,VC0218; VC_0218,rpmB,50S ribosomal protein L28,-3.69282191503217,3.7017579289991395e-09
VC_RS01075,VC0219; VC_0219,rpmG,50S ribosomal protein L33,-2.65844240251799,2.58621883292667e-08
VC_RS01080,VC0220; VC_0220,,hypothetical protein,-0.946062585832107,0.0052864821918583
VC_RS01085,VC0221; VC_0221,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,-0.177585090357403,0.346868594520278
VC_RS01090,VC0222; VC_0222,coaD,pantetheine-phosphate adenylyltransferase,0.0398646008335731,0.797571556100011
VC_RS01095,VC0223; VC_0223,,glycosyltransferase family 9 protein,-1.24570642859001,0.0002128398341348
VC_RS01100,VC0224; VC_0224,,glycosyltransferase family 2 protein,-0.599211011452381,0.001988686990435
VC_RS01105,VC0225; VC_0225,,glycosyltransferase family 9 protein,0.149269548754518,0.348809049960311
VC_RS01110,VC0227; VC_0227,,3-deoxy-D-manno-octulosonic acid kinase,-0.330304572470231,0.0359696893061649
VC_RS01115,VC0228; VC_0228,,WavE lipopolysaccharide synthesis family protein,-1.19049740826978,0.0003106323384471
VC_RS01120,VC0229; VC_0229,,WavE lipopolysaccharide synthesis family protein,-1.09342644552138,1.35391450238286e-05
VC_RS01125,VC0230; VC_0230,,glycosyltransferase family 2 protein,-0.746841177864292,0.122165727845066
VC_RS01130,VC0231; VC_0231,,hypothetical protein,-1.04411587942433,4.95387507433211e-05
VC_RS01135,VC0232; VC_0232,,HAD hydrolase family protein,-1.12696223761656,0.0001754069762115
VC_RS01140,VC0233; VC_0233,waaA,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,-1.29612050588354,6.60137839261098e-06
VC_RS01145,VC0234; VC_0234,,glycosyltransferase family 32 protein,-1.34466783277808,0.0001757577219166
VC_RS01150,VC0235; VC_0235,,glycosyltransferase family 9 protein,-0.611761040081138,0.0019159294757307
VC_RS01155,VC0236; VC_0236,waaF,lipopolysaccharide heptosyltransferase II,-0.102156270376061,0.620317564712666
VC_RS01160,VC0237; VC_0237,,O-antigen ligase family protein,-0.994384522227048,8.33603227585382e-05
VC_RS01165,VC0238; VC_0238,,acyltransferase,-0.274805061012494,0.174686599163167
VC_RS01170,VC0239; VC_0239,,polysaccharide deacetylase family protein,0.729317701060839,4.22655259620094e-05
VC_RS01175,VC0240; VC_0240,rfaD,ADP-glyceromanno-heptose 6-epimerase,-0.109191313381849,0.513270293409117
VC_RS01180,VC0241; VC_0241,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,-0.338648314564168,0.0439253282154942
VC_RS01185,VC0242; VC_0242,,phosphomannomutase/phosphoglucomutase,-0.520013189382083,0.0642817053743685
VC_RS01190,VC0243; VC_0243,gmd,"GDP-mannose 4,6-dehydratase",-1.83046174495751,1.24608195859843e-05
VC_RS01195,VC0244; VC_0244,,DegT/DnrJ/EryC1/StrS family aminotransferase,-1.43021816370928,0.0001693323801593
VC_RS01200,VC0245; VC_0245,,glycosyltransferase,-1.32756320282557,0.0001494551713938
VC_RS01205,VC0246; VC_0246,,ABC transporter permease,-1.5661342812729,5.31095373494413e-05
VC_RS01210,VC0247; VC_0247,,ABC transporter ATP-binding protein,-2.13436367374401,1.18193545117375e-06
VC_RS01215,VC0248; VC_0248,,acyl carrier protein,-2.44418120702376,3.24170318291876e-06
VC_RS01220,VC0249; VC_0249,,AMP-binding protein,-1.95374522593016,2.11217117041108e-07
VC_RS01225,VC0250; VC_0250,,iron-containing alcohol dehydrogenase,-1.45941575680105,2.49925081383652e-05
VC_RS01230,VC0251; VC_0251,,acyl-CoA reductase,-1.09254407206806,0.0001614759821036
VC_RS01235,VC0252; VC_0252,,acetyltransferase,-1.7400414596191,7.85058949279255e-06
VC_RS01240,VC_0253,,IS200/IS605 family transposase,-1.48676130072828,3.0923412571746e-06
VC_RS01245,VC0254; VC_0254,,ISAs1 family transposase,-1.08706687489144,0.0010527007001261
VC_RS01250,VC0255; VC_0255,,hypothetical protein,-1.95255409603217,5.41451392610048e-05
VC_RS01255,VC0257; VC_0257,,IS3-like element ISVch4 family transposase,-0.80935459154937,0.118127550764009
VC_RS01260,VC0258; VC_0258,,FkbM family methyltransferase,-1.94380633825267,0.000124411211313
VC_RS01265,VC0259; VC_0259,,glycosyltransferase family 4 protein,-1.68184280520642,0.0001183994742762
VC_RS01270,VC0260; VC_0260,,polysaccharide biosynthesis protein,-1.15341562048971,7.53499121425817e-06
VC_RS01275,VC0262; VC_0262,,UDP-glucose 4-epimerase family protein,-0.821631666208475,2.93780612643326e-05
VC_RS01280,VC0263; VC_0263,,sugar transferase,-0.525635045446257,0.022159331196676
VC_RS01285,VC0264; VC_0264,,MBL fold metallo-hydrolase RNA specificity domain-containing protein,0.0099818775428196,0.955588176547226
VC_RS01290,VC0265; VC_0265,,mechanosensitive ion channel family protein,-1.94465331020384,1.51773268865163e-07
VC_RS01295,VC0266; VC_0266,,uracil-DNA glycosylase family protein,-0.926967892694842,0.0013871195650644
VC_RS01300,VC0267; VC_0267,,D-2-hydroxyacid dehydrogenase,-0.384155763689687,0.0478685730998682
VC_RS01305,VC0268; VC_0268,,YjaG family protein,-1.97344388359355,1.56267979296752e-06
VC_RS01310,VC0269; VC_0269,manA,"mannose-6-phosphate isomerase, class I",-1.73893786229466,6.88278059652734e-06
VC_RS01315,VC0270; VC_0270,,ROK family protein,-1.51532609427637,1.0792848503254e-07
VC_RS01320,VC0271; VC_0271,,CNNM domain-containing protein,0.998347922687762,0.0003004561426156
VC_RS01325,VC0273; VC_0273,hupA,nucleoid-associated protein HU-alpha,-1.52899640588386,4.28344660588685e-05
VC_RS01330,VC0274; VC_0274,,DUF1481 domain-containing protein,-0.824451267801267,0.0016757819122569
VC_RS01335,VC0275; VC_0275,purD,phosphoribosylamine--glycine ligase,-2.65352424090311,5.89460600743643e-08
VC_RS01340,VC0276; VC_0276,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,-3.05318358879531,1.13242248831678e-07
VC_RS01345,,,hypothetical protein,-4.89759806938576,0.000177430777524
