mutant,plateId,wellId,biomass_t0,biomass_t1,biomass_t2,biomass_t3,biomass_t4,biomass_t5,biomass_t6,biomass_t7,biomass_t8,biomass_t9,biomass_t10,biomass_t11,biomass_t12,biomass_t13,biomass_t14,biomass_t15,biomass_t16,biomass_t17,biomass_t18,biomass_t19,biomass_t20,biomass_t21,biomass_t22,biomass_t23,biomass_t24,biomass_t25,biomass_t26,biomass_t27,biomass_t28,biomass_t29,biomass_t30
vpsL,241011_183053_Plate_1,E10,0.0,0.0003278720807416332,0.00041131278516776484,0.0002552103823433659,0.00038660740899099143,0.00033372804160447647,0.0006309413119106798,0.0012830077670594273,0.006011540440441955,0.009223927843326369,0.00961987848692839,0.0042381131552573625,0.0032334903429201423,0.0005888467153593837,0.0011984890035317457,0.00015465478078270203,0.0004517831037768217,0.0,0.0003253982293628838,0.000955545308650114,0.0008594042387314899,0.0009161815722323597,0.0008483415600428908,0.0008999028129218374,0.0008610932202829569,0.0009129020522434134,0.0009741960654925084,0.000929044382238355,0.0010262582948435215,0.0009366397499977377,0.0009570700734445179
WT,241011_183053_Plate_1,E11,0.0,2.180319559896193e-05,3.224544525567856e-05,0.0002993824295468223,0.0024831406100896906,0.0130184397414305,0.05077740627153108,0.19184924426874092,0.43503915393872666,0.9604940145643449,1.3070164508856799,0.5597813859545142,0.05566924657446881,0.0055483482010797855,1.8199795758682594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potD1,241011_183053_Plate_1,E12,0.0,0.0001632578863567069,0.00016043671536641963,0.00029034963181814193,0.001152610366032316,0.00546891925418,0.02259107890906789,0.09961748282325729,0.33994057118392856,1.0330850439146837,1.8582015192934105,2.5572222634669806,3.5873450524285584,4.64543892743151,5.165377469312966,4.504075083884977,5.074623484800549,5.379111313343174,5.388147013538666,5.40978216165939,5.303688974431841,5.199109216327621,5.088919137005719,5.034258865472509,4.9717791878430555,4.88079862366339,4.873183995294749,4.839262183517897,4.789803881535244,4.659001606451011,4.514579806799119
vpvC_W240R,241011_183053_Plate_1,E3,0.0,0.00017250566057310022,0.00020712605063513023,0.0001671584941171232,0.0007414822285803937,0.0034521359766968365,0.012793972722259666,0.042986068500654985,0.12931825182857884,0.3673781450365536,0.9599126517994706,1.6739728554565887,2.760354078380021,3.3668364228459167,3.628985018348817,4.015409685621757,4.345660250975464,4.577792725122704,4.785282988528743,5.073096680254123,5.669836901553703,6.4384618762231245,6.88487799116694,7.12804251428389,7.137734345859363,7.355416347279095,7.4666386748784435,7.532026838260156,7.595631923988919,7.652389194355145,7.5030599519692736
flaA,241011_183053_Plate_1,E5,0.0,0.00015510419499873286,0.00041450253600460135,0.0005068449523253594,0.0034140217054276097,0.02208368089637293,0.09729188463410565,0.38680838141072277,1.075920103888583,2.158036907543384,3.0658599103744946,3.057932698368096,2.334715813813581,1.596561724885088,1.086273751398855,0.7313536894408301,0.4877405278823896,0.5824514574373034,0.737306153981312,0.6825889700228276,0.5810056410777245,0.5403358280331885,0.4674422399247031,0.4242890856387309,0.3513074270568689,0.27696124793700644,0.2686532643859067,0.20840217300188824,0.18902500361885308,0.14208080635075676,0.09123648283747564
hapR,241011_183053_Plate_1,E7,0.0,0.0005670885802232902,0.0007838017328710518,0.0007482873094661401,0.0028498091086784547,0.009977077185965076,0.03568632434254344,0.12565737846402647,0.4063635174857637,1.0599833541466295,1.8840437729947994,2.4652267721827785,2.6734508112998725,3.064352232683096,3.444428255383446,4.188541830949546,4.357076174588032,4.389194578068831,4.208998604295499,4.084483313083384,3.7849662599030984,3.6058713509590437,3.400280263878428,3.2111030947587214,2.932226258852153,2.7204446915770593,2.469713959123077,2.1658963061546848,1.946461589292433,1.700877117751812,1.4335303646939377
luxO_D47E,241011_183053_Plate_1,E8,0.0,0.00010882302414122453,0.0009361536202453079,0.003600847475167012,0.022148563736270065,0.10530578275759023,0.302502581369578,0.6597812319978212,0.8220888814837964,0.4950326012353555,0.2782577276977168,0.19454282041040244,0.15537300756440783,0.16935669140128395,0.1739901118422924,0.11515062248557285,0.0054534459628483275,0.0012365339232322191,0.0015628564612081626,0.0016836192774706512,0.0026936846163428127,0.0050213622156460806,0.00461323960264098,0.007319936365588656,0.0064128606476459285,0.0055573772804408455,0.006313785946179624,0.004948982116717968,0.00509971276905874,0.004284173163493976,0.0021793753887798355
rbmB,241011_183053_Plate_1,E9,0.0,0.00025637051304103404,0.0009931196475275066,0.0005877463861783784,0.005735271076390866,0.02926098108129303,0.10703276388607341,0.33672362142422607,0.718130344905278,1.4030259735181532,1.896403934600841,2.092699303260975,1.9911030001554684,1.7733814743604879,1.1141736801893565,1.369244403052464,1.4002989253801934,1.154460120169399,0.9279821061360582,0.8601386163365844,0.7359817195863307,0.7660663565468004,0.7404319903588835,0.6697390004230047,0.6325920397520918,0.5977734727337576,0.5726540937736005,0.46028529178356603,0.40525478853905417,0.3395171922289544,0.2319565338318335
vpsL,241011_183053_Plate_1,F10,0.0,6.634505452543473e-06,9.946440110592179e-06,7.690026966176571e-06,4.0074495700745414e-06,1.4078602526877964e-05,6.385435011358416e-05,0.000462424115564603,0.003118623680666901,0.01341507453792389,0.008453320229691403,0.011461290372626122,0.007605374180909467,0.0037164726576640363,0.0007599116890476623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WT,241011_183053_Plate_1,F11,0.0,3.528306202390591e-05,3.420345471713241e-05,6.961012905743721e-05,0.00023133483079090109,0.0018815566130700693,0.008556741007384341,0.031827686653489416,0.11675558631686137,0.31335085202594576,0.7290112515940004,0.9384255696124209,0.49707947567031785,0.09369642377620505,0.01695949812514535,0.0009242878811540157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potD1,241011_183053_Plate_1,F12,0.0,3.87363287588713e-05,7.585043939066003e-05,0.0003516859114042208,0.002754825815383034,0.015810669659993472,0.07056677275583198,0.3116752057713056,0.8804453843125138,1.709852561666256,2.4279188382949033,3.3403045992068057,4.138159287230948,4.048031406273663,3.0222253344850225,3.6079018070621554,3.9520135240017544,3.834473449057169,3.7319876134386525,3.703627235708066,3.708532672128581,3.6087011892234973,3.5891879182227466,3.5267876906064846,3.4707057453523835,3.372663760303334,3.2706866589022803,3.1785180227660987,3.123836751818627,2.6062488736692053,2.1068250875928243
vpvC_W240R,241011_183053_Plate_1,F3,0.0,5.202166838047402e-05,0.000817699870149024,0.003618970705322494,0.02706358030357766,0.12381369676902931,0.36985142127210985,0.9395344925027653,2.1454359214444962,3.149455368445848,3.644266840498867,4.05489360021603,4.45017286445574,4.79129189735469,5.050538360431302,5.2549576266944635,6.097034138559114,6.8998163324518815,7.258882240552791,7.348111025569552,7.603260596551812,7.559508918833133,7.620626577128705,7.662125164826837,7.848289921156827,7.76626714533312,7.812301740265849,7.82319836307671,7.889049650483127,7.903150957790711,8.020240749116764
flaA,241011_183053_Plate_1,F5,0.0,1.3946620539476652e-05,2.5802225741460133e-05,8.182137539043784e-05,0.0006080559964317157,0.0026548638552256467,0.010103562543245025,0.043408089850184885,0.17435421760981595,0.5846749208956927,1.3508489161598594,2.3478709436913427,3.3245379848466348,2.9073822798535454,2.344332208002793,1.9369004356006085,1.51697949563662,0.9714802527099495,0.7058975173271117,0.8613996512260899,0.9247463237806364,0.8680480390302648,0.8098143225855702,0.7190466951415957,0.7019274911208264,0.6167424977687251,0.5813785478736453,0.5373724696076775,0.4911934201055083,0.4507985388827137,0.365466516192228
hapR,241011_183053_Plate_1,F7,0.0,6.917639752498663e-05,0.00019897730818370176,0.0015428842794409834,0.004022296690973967,0.012738774357455298,0.05225207609381302,0.1943899058858556,0.6086441472238114,1.4496761054217688,2.199846473828501,2.43636180661589,2.6935891826990215,3.055336528745132,3.403081077474763,4.078960333378519,4.134453425630812,3.927332658287805,3.6988909983897176,3.451195082559137,3.2249061301312607,2.967447961122605,2.753966176940644,2.5230693243790263,2.3512285761511706,1.9604330881188687,1.6997988580189154,1.3724703544719101,1.1900365386603613,0.9305501873705201,0.7949660647751817
luxO_D47E,241011_183053_Plate_1,F8,0.0,4.895591841607738e-05,0.00016952967574818652,0.0006597293019176505,0.0036088344084375347,0.015039661452436777,0.06271506902543832,0.19295230203605776,0.45563986021261726,0.9723934597218395,0.9742278321223617,0.6386268968988461,0.44309539865173364,0.3761504965267057,0.37373785777175583,0.39563768545241823,0.4224727700593885,0.40875420048370126,0.10127610216429601,0.0613029145931655,0.050939021508801925,0.05025698193428277,0.052690743157386075,0.06556310722809885,0.06727005866049554,0.06332488399032285,0.05592975969011263,0.047299281312741484,0.044820674971081394,0.04047748114812486,0.03962798997046686
rbmB,241011_183053_Plate_1,F9,0.0,0.00018519283121070824,0.00035860438912697646,0.0014516039051526177,0.01098249035205305,0.05298521112210179,0.1990345683699764,0.5156900794925777,1.012067171569847,1.8767218657606175,2.33292745286851,2.495443591761996,2.348302301086194,2.106288599372438,1.398820205479798,1.7675937950325504,1.5960579395741714,1.3428526200931694,1.1479773201031545,1.0464157262205824,0.9666157116455512,0.959579001870337,0.871911061851781,0.8446920089739893,0.8215550683480288,0.7274319485119218,0.6494953644440891,0.5294425156395444,0.45277465732949745,0.34150250627911677,0.21004293615309358
vpsL,241011_183053_Plate_1,G10,0.0,6.161686921179e-05,0.00014110541699689273,6.105907661749566e-05,4.2959060177568074e-05,0.00012222956515921306,0.00042105654013569827,0.0013130582632524441,0.005091937301227367,0.005798638480851211,0.006504869514353226,0.004655088626424231,0.0007436336653854102,0.00043895505649545343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WT,241011_183053_Plate_1,G11,0.0,0.0003327602829294888,0.0005042656892371893,0.0004367941699540194,0.0028931088308507143,0.01387381944910659,0.06594551057441793,0.23737786700887875,0.5655280696106618,1.1054351150179451,1.359406244348318,0.554728753002826,0.06152142219257585,0.016282194787944546,0.012069490923942949,0.007227281465945814,0.00752526716693582,0.003171150973478967,0.0021451490186190835,0.004978684250016446,0.0016933902246737392,0.0023150426396297166,0.003985199286245625,0.0035560179389781295,0.0016036320404108314,0.003020524716315462,0.0028624067509215685,0.004869427775226656,0.007345241328544272,0.003886657327881241,0.001350956521438668
potD1,241011_183053_Plate_1,G12,0.0,5.507221650775074e-05,0.00012335644455506415,0.0006274992136539997,0.005725142537251302,0.033802521059655914,0.15272512855575435,0.5079355441983506,1.2740794715113972,2.2570783042061784,3.0816881185580227,4.152261932080841,5.330828644173557,6.055783932467879,6.415034555161746,6.848172486335317,7.3636184911072355,7.445240004238059,7.411774695651478,7.204808080059654,7.141597836820688,6.952787020539586,6.763592329615623,6.738104123363589,6.761121220198608,6.574244824482786,6.491248652243256,6.517011723439916,6.172809923025763,5.959696899258564,5.572116996692809
vpvC_W240R,241011_183053_Plate_1,G3,0.0,0.00015515285478795665,0.001132700112474072,0.0041755432603991244,0.02862496366256313,0.1357093834326339,0.42223401875712213,1.2095934135404047,2.1551852673392835,3.0500445425971385,3.4132094828600956,3.6938562216278625,4.109772426162631,4.440620404788929,4.6961415450247985,4.8943923336644755,5.492842201544206,6.302304081731192,6.71981657613537,6.984140349819283,7.068579395825312,7.269925658632132,7.380169239646418,7.471320072962097,7.5592674924462475,7.598719239147974,7.752659792400475,7.836742650889454,7.906303545014475,8.018255435066601,8.1274099891324
flaA,241011_183053_Plate_1,G5,0.0,3.189558899515051e-05,9.671778472397248e-05,7.127775005821966e-05,0.0005673499359905892,0.003018799554244519,0.014227408121449622,0.057862470207551246,0.21564176788233635,0.7200222316251138,1.5938563449325445,2.681464696047934,3.704942039798418,3.4715871857344203,3.060080456931761,2.7020964868051,2.1851638037560432,1.7097592012130451,1.2451228842962996,1.2825437736322218,1.4461469331607328,1.315036153942788,1.234896704568134,1.190138191875892,1.11004488771092,1.0026105468095188,0.9369994820019087,0.8412605441786707,0.766201147373052,0.6476799851443634,0.5780093456728392
hapR,241011_183053_Plate_1,G7,0.0,4.054047270319621e-05,0.0031714566018967143,0.0030526231904158463,0.003988916985095202,0.006202099424521725,0.014171632607138655,0.0368644717351221,0.12835163006455433,0.4466244104076926,1.1836995307058646,2.0850355202124553,2.6561604018634726,2.900008609731982,3.274019814337842,3.68384117295327,4.484794745877445,5.057722032667786,5.232351155348496,5.112825030705478,4.766502222573854,4.560690240380805,4.301925292535655,4.0351150276981675,3.7291137700322126,3.4959233667951817,3.1970542859867903,2.887255076932682,2.5766237828077623,2.2495837871369404,1.89268630262838
luxO_D47E,241011_183053_Plate_1,G8,0.0,8.261356826186537e-05,0.006143353897512255,0.006017077865603762,0.014029596314195961,0.04287335715407946,0.1612223208419723,0.37921148216539546,0.8110774306656556,0.8120052837658358,0.5158061112879369,0.3319602788109731,0.2570185456023312,0.2364198790804628,0.25012051221377807,0.24678788510742844,0.17704891059930597,0.0330872763285294,0.02551142197390161,0.025414676869875964,0.024293185763219163,0.028178205805559204,0.030775535746476547,0.031727292734043136,0.030211758987888977,0.02715635558202837,0.026879600690118886,0.02712830063208418,0.026921498534196443,0.025946539200184946,0.022678823690892132
rbmB,241011_183053_Plate_1,G9,0.0,1.8768913992483613e-05,0.0002530129942723025,0.0012609457423105896,0.015526304821113435,0.07925103370947276,0.299240917570465,0.7188040649666314,1.3089524765017326,2.019518752137673,2.430306551948914,2.443184409305892,2.1734996991679254,1.8806712938153347,1.689015591918795,1.6382402789009787,1.3539831790539816,1.1376724928871833,0.9456501037664627,0.9160533688019831,0.7325599519727569,0.8098696968371882,0.7518953967234435,0.7569557874205274,0.6696410254488254,0.6617845025534902,0.6020590920479968,0.5292741859398793,0.4591194230293897,0.3371446596801584,0.2279539518457321
vpsL,241011_183053_Plate_1,H10,0.0,0.00044545253608854605,0.000265421120145567,0.0002478186219620644,0.00034701289302313624,0.0005503259649822646,0.0017451191384811962,0.005596139256573504,0.0036939897752274777,0.006284721151791679,0.008515390886882577,0.0029298670348493375,0.0009100520170900846,9.393465343697066e-05,0.0,9.862247841142273e-05,4.483872711086312e-05,2.1915188685317194e-05,0.0,0.0,0.0,0.00013568839739379603,0.0001723274263726324,0.00019031416702312983,0.00020225694855145594,8.395826642283735e-05,0.00013410506830936552,2.129503251206587e-05,9.735210078888455e-05,0.0,1.965912062681747e-05
WT,241011_183053_Plate_1,H11,0.0,8.020140433443543e-05,7.036718469239114e-05,0.00012742457280204826,0.0007492043284736125,0.005336704534416813,0.026614151374581434,0.11450201478108255,0.37511012936744054,0.868986726223153,1.4371064846900414,1.1200706367239894,0.15057058865257947,0.009364496852355412,0.00013101447617165242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potD1,241011_183053_Plate_1,H12,0.0,0.00014299883520267295,0.00019073561991717815,6.808052904758398e-05,0.00031314935127700215,0.0006096693734041318,0.003250009525460818,0.0125957984410401,0.0530563008270867,0.19271958973731929,0.5851962280108653,1.256119555271919,1.8859210136263447,2.7713370395469674,3.561441606166505,4.302388082174782,4.90765306250758,5.092738489070826,5.5298021069231185,5.616757805661805,5.5039244083505245,5.304861597774681,5.200475515796893,5.151823751826938,5.0900259532669265,5.008853854352134,4.966542040929756,4.893610205798927,4.924162012849588,4.915598063826697,4.94236796999692
vpvC_W240R,241011_183053_Plate_1,H3,0.0,5.5455353496026643e-05,0.00016413249189754138,0.0007875910236727503,0.004511124935013383,0.021145681200231886,0.08925859214713167,0.288415839897746,0.7739742076282671,1.8280067022851862,2.6523545589756923,3.4282867947910054,3.735807834906261,4.116013799841991,4.477420206353381,4.807709894819644,5.09499786554023,5.285766576254147,6.212804444396733,6.835818945563707,7.209973334073811,7.492895967958505,7.7054314409564135,7.773036179453621,7.912716659126388,7.9595631422410555,8.17257678661465,8.179740663224951,8.216454862081589,8.348574281955216,8.368284639815286
flaA,241011_183053_Plate_1,H5,0.0,5.518270218392306e-05,0.00016721840263717088,0.0003860904823268828,0.003057713007043742,0.017657224395871675,0.09121411913005885,0.3747763256209413,1.0624195537093633,2.1904566593065384,3.2825174212621757,3.237009817999434,1.9760482926895908,1.0859987526999981,0.5909005115757981,0.3001102197560419,0.18844647644367507,0.26652039935585914,0.389580243903766,0.42872999361511643,0.36130261322816387,0.3358122000313194,0.34090746714412656,0.33110988947365416,0.2781675037812217,0.2689095575555637,0.25011278790694,0.19979149025069937,0.1861949981616108,0.1569474152416332,0.11494868703537864
hapR,241011_183053_Plate_1,H7,0.0,1.4875645326720171e-05,2.030341475735927e-05,6.56114259440337e-05,0.0006095157566698724,0.0026251648651515968,0.010549839553788642,0.0322786122923301,0.10654912196233954,0.3625175029079877,0.9513773261820055,1.9394482530690798,2.724745960136321,2.903335344964457,3.2639574166654888,3.7306701342636814,4.139540968436782,5.222322931882155,5.48740107942869,5.555918690552209,5.494257990078934,5.404934908329343,5.23870715640379,5.059947970579447,4.823089625066758,4.576453176499624,4.358047631567506,3.9843118269231956,3.6998531594501394,3.3407256575258724,2.996445477132377
luxO_D47E,241011_183053_Plate_1,H8,0.0,0.0001257631713730055,0.00019418872614706636,0.0006251567089300546,0.0036969526320746226,0.015018662706946968,0.05734730709297781,0.18082856440866374,0.4774211883323593,0.9179210460060147,1.216547162253865,0.8618525430521257,0.6261639451663106,0.5263854289366872,0.502506018574659,0.5394287402773649,0.6092029724007688,0.6629190059405061,0.3241064978773726,0.24132845872540537,0.17460756149868023,0.13736248541164547,0.10546983900957611,0.09103245413356688,0.07766690209965652,0.061239899631103746,0.05942883724918235,0.04656858194899852,0.04001064811859592,0.04079067604271751,0.03514782980869223
rbmB,241011_183053_Plate_1,H9,0.0,8.494636911635427e-05,0.00020558335608606587,0.0008918027235719212,0.00596618973089213,0.02876783993207626,0.11036622026865499,0.35244427114292665,0.7028058551555508,1.4718615853257844,2.0810910410642833,2.40059726279908,2.3937006271422403,2.2454513164171526,1.5889589337658871,1.9686843866268868,1.9720632191323222,1.7901545893086441,1.6076273461667685,1.5540279463164297,1.470586104979335,1.4802701788094133,1.4552687042038488,1.4114124306765579,1.4396505570400457,1.393294818198776,1.366894006828892,1.2912117165696853,1.2332300599732375,1.1311272964721952,1.0149992649438708
hapR,241014_113135_Plate_1,A1,0.0,9.611693396764698e-05,0.00012365517794220524,0.0001860630161742095,0.0011993493107452903,0.011513034534415907,0.05397604708332842,0.2459224818576841,0.7426802652271164,1.5713276516718815,2.328389439320446,2.8051635514342594,3.3341564522264266,3.8913408660325914,4.685803279251087,4.790283791715933,4.461659544056487,3.9669802880607747,3.6119955559320798,3.296748068911099,3.0345558026517905,2.668186712909034,2.335310752632898,1.9490241866034257,1.717527780701523,1.2420734884617226,0.8196782958562918,0.4922569401221529,0.32525852306864445,0.20445562735084816,0.12556028626777146
flaA,241014_113135_Plate_1,A11,0.0,9.757308284156767e-05,8.840447775448047e-05,0.00021006715904432074,0.000998567156407551,0.006508902204416717,0.03290519936900606,0.14638616778948582,0.543897134748213,1.4727713147276693,2.5877661121408986,3.402246183565101,3.440459098579662,2.7710033896178334,1.922944786650542,1.3315906476004375,0.9702505831876045,0.9487139450579836,1.1507473033492528,1.4135263494197898,1.3686674541772113,1.283483731490304,1.1205120256861625,1.0197397823976102,0.9885179335269477,0.8452999219537096,0.7759577159963116,0.676370602071194,0.6103347003874923,0.4811791405177436,0.3718570659653784
luxO_D47E,241014_113135_Plate_1,A2,0.0,0.00012036702411765034,0.00030789919676474153,0.004286360312678659,0.04029524769615129,0.22594700973642332,0.5595381538855105,0.49390970102787546,0.046724492568318864,0.00661322381685518,0.0009705791504559616,0.0010921003532080023,0.0015085883570801315,0.0014634299861144297,0.001173335450365578,0.0006098776956188544,0.0005470859024914519,0.000662408332286695,0.001072876793871515,0.0007679948584873619,0.0007028219725403817,0.0005188592121147115,0.0007978634489262708,0.0007565692376930485,0.0006204357195940355,0.0006977144334768839,0.0006698828530984039,0.0005683001929244555,0.0004995053761572676,0.0004749034923167007,0.0004412897432845989
rbmB,241014_113135_Plate_1,A3,0.0,0.0005091337413501505,0.0004893162797896361,0.0023534554503424495,0.023331492842605592,0.14077674272515092,0.399417620145661,0.9566149412351135,1.4512632331263589,1.3303031293732017,0.816094217483446,0.4762542094180659,0.09690773579507252,0.20627858382775785,0.19644113402103583,0.11565443454733573,0.06322855419318434,0.055029809728824375,0.043707779580077336,0.04518275703709049,0.03829914636726191,0.01829634156890411,0.015754038787375503,0.01315453868406081,0.009054614381292531,0.004554244623990769,0.00325803879194544,0.0016066896621306126,0.001531300895531251,0.0013912457033804454,0.0014001193603251276
vpsL,241014_113135_Plate_1,A4,0.0,1.6012029966994542e-05,2.668980945532484e-05,3.303999688296911e-05,5.079231986828329e-05,0.00011363585581993326,0.00031645423775585036,0.005075167463257869,0.003622436946217863,0.0016660928586937195,0.00046253846874436355,0.00017272662925036029,3.133232317772522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WT,241014_113135_Plate_1,A5,0.0,5.5567410784412764e-05,8.918600372598882e-05,0.0003100536764785125,0.0037159536912479054,0.030620305936191805,0.15134982742673836,0.41916770301232853,0.7305898859049241,0.27565315830904863,0.0026383557074090252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potD1,241014_113135_Plate_1,A6,0.0,0.00014235248794468587,0.00020927631040291436,0.001015105265171908,0.016190793834216965,0.14170599355704475,0.5810662986214655,1.593593384114474,2.421157762551143,3.646109572538824,4.677994707247551,4.921558888006614,4.700224392924899,4.190124812272976,4.196810851893167,3.7526571897660657,3.3572238406522867,3.069335647820261,3.075744080534091,3.0055073262800223,3.1818875593524822,2.8292079476401786,2.7069526347915054,2.6011741712694083,2.160794451646003,1.7892518820038845,1.3344101199119915,0.6785538723831794,0.19701592276545846,0.049008325998852735,0.006221207821465354
vpvC_W240R,241014_113135_Plate_1,A9,0.0,0.00024685194000863595,0.00040194528085152624,0.0004325153052284438,0.0006780195911076036,0.0031391362295271645,0.014161793645909122,0.05334884473719004,0.18235322888739447,0.5299428902175716,1.4049755751886486,2.4481850787388515,3.0953404129122686,3.4913084445643157,3.929082364260128,4.377427549599988,4.813136638355331,5.151948143261732,5.795441085960075,6.773427612603804,7.279627521774928,7.5480836324243965,7.67791083916492,7.759975413185803,7.9303371740048005,7.97177958492593,8.08496308393675,8.118822967504668,8.192625208293478,8.28910414139951,8.3466699560919
hapR,241014_113135_Plate_1,B1,0.0,0.0008754188334358632,0.000983089384309142,0.0008190486478140403,0.0010912663287008415,0.002478396481271715,0.005657913648143097,0.019947993652052062,0.0826853207190647,0.31761450220774945,0.8890727997179959,1.7193166766635184,2.1906147568075345,2.548581873901095,2.996076984226078,3.398569279755968,4.119076571099663,4.304486017287414,4.282509528369276,4.02015501822781,3.803058325322767,3.491991259913374,3.314867219562537,3.0745909184318565,2.8910733589639417,2.6775542573515416,2.4135807191214025,2.1436419428217244,1.859008525445917,1.6138999514590568,1.368938239617793
flaA,241014_113135_Plate_1,B11,0.0,8.38789702270118e-06,9.991527993078163e-06,1.799019284719852e-05,0.00011361351886336267,0.0009906017575682133,0.006290835325197393,0.035002438959637026,0.14786556983645918,0.5516000409092888,1.3972904583402905,2.4322083364818408,3.3025165545068935,3.5018099573769152,3.0673641773330034,2.4481097082297048,1.7964334810497875,1.3053590353327198,1.2143272432825962,1.5480470590018685,1.737340259916934,1.7292050600813904,1.6642942655499797,1.558504834180944,1.5092415458670323,1.3658901813255253,1.2625150138253458,1.138800977333806,1.00300712810432,0.9079135544454713,0.7403165604575638
luxO_D47E,241014_113135_Plate_1,B2,0.0,0.00014790659225909512,0.00025484485209328265,0.008198503706744239,0.08859868889783665,0.32066520214607824,0.24496048799005085,0.0157139352563063,0.0024138498995112125,0.0015505537470443189,0.001374405243177,0.001330003252387386,0.0014238184699838193,0.0015795121399415346,0.0013780136648198808,0.0014459176784088646,0.0014893647977436441,0.0014100111544758892,0.0013154444387327982,0.0012812030212210632,0.0014452024276587977,0.0015983231343526208,0.0015397785730751716,0.0013918441866868827,0.0017402309563564753,0.0013831117073329804,0.001557541870595136,0.0014164617866495876,0.0015732763170627603,0.0013787610165853783,0.0013370973092891247
rbmB,241014_113135_Plate_1,B3,0.0,0.000145850435280504,0.0001888842339784776,0.0005236581132902655,0.004054505378560664,0.022694956457459562,0.0773407624705914,0.2625140120618869,0.5556794111993852,1.176686595745204,1.4795501797841473,1.5350565805824203,1.3958183592743278,1.2005958333007367,0.5809145878849974,0.9115413704518416,0.6784996350425245,0.5492847551713443,0.41534039257047917,0.36474508599669064,0.3094785065345316,0.2737731422772108,0.22894842124064282,0.2175502334390997,0.22882138815978706,0.2046173495915038,0.1822333516578952,0.14260829291139984,0.08895297041709606,0.03971460386026832,0.015498203057188412
vpsL,241014_113135_Plate_1,B4,0.0,8.044650896267247e-05,0.0714171487177278,0.07278330774505755,0.07963054796440308,0.10418862729433005,0.1252507455387687,0.1642633904756719,0.21503507206611783,0.24852521212567652,0.2697006603300089,0.2623851064217977,0.18548782616709394,0.1929821827312546,0.18664087457823267,0.1842370368516801,0.19051562095809255,0.19715580962790957,0.2060753242106771,0.21154012751278484,0.20907937067324656,0.21185998738070627,0.2044904903911483,0.1400806723318039,0.010211537652502203,0.0,0.0,0.0,0.0,0.0,0.0
WT,241014_113135_Plate_1,B5,0.0,4.6683720934866005e-05,0.00010965308952314882,0.0024673885080635795,0.02663941888635238,0.1279709722109493,0.34791898430993906,0.3819138994617235,0.02364672147028001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potD1,241014_113135_Plate_1,B6,0.0,3.144398923498578e-05,0.0001241953778425012,0.0010502534026153312,0.015495707203238668,0.13528133645499918,0.5899828906742864,1.4918430630120152,2.4424267584646104,3.5364335107265075,4.277465321934138,3.877270656583706,1.0686078269590304,1.980307629297446,1.8350669862436073,1.234698882060542,1.1127449174942252,1.152447052116312,1.2393581438189722,1.287829272700014,1.3270937634783946,1.0324563321520488,0.766851460443987,0.6040715582070444,0.32835112151982204,0.17108591960084726,0.05230566004504968,0.010837837826352748,0.0009995339319889412,0.00012508634821349385,0.0
vpvC_W240R,241014_113135_Plate_1,B9,0.0,3.824614090307415e-06,7.934105699462143e-06,0.00013663054213355455,0.0022024209752660494,0.023881254164101855,0.10828295799515951,0.44781148589518793,1.1851147173465535,2.4811528215862553,3.6417901134041517,4.142771333745849,4.69801203106768,5.197072808161232,5.60884858359947,5.943828029788823,7.222108521063376,8.163469461028479,8.623759233578783,9.013402027648658,9.08392461469429,9.138270965047434,9.237834939490597,9.309334601193404,9.326889844007109,9.40065329606894,9.351386931407717,9.303086272294035,9.370767919474046,9.409471712516236,9.292504975082666
hapR,241014_113135_Plate_1,C1,0.0,5.940392752997922e-05,0.00011896275850991963,0.00250157642388293,0.028182183656388,0.24282301512674664,0.8013658034639991,1.8458301892090836,2.4480769384431196,2.7785990248856782,2.946404140456962,3.0505001095077935,2.958779349413987,2.639226046189892,1.9982809878371357,1.4300984317588108,1.0907250922052554,0.6972799997347208,0.5544285416314328,0.419356463670773,0.27766843330694635,0.12028742028709356,0.06523559661816639,0.02179283767131627,0.009358515363146813,0.0044870558611518506,0.0018210365018013178,0.0004937439795357141,0.00021441622467801647,0.0,0.0
