geneLocus,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
VC_0041,0.0,0.00022623782487309144,0.0002169569063582658,0.0003493394542427507,0.00022782130777488754,0.0006021365691862813,0.003315019833140064,0.020720653724361132,0.097424428389277,0.30511613904256674,0.6093597323594557,0.6466312182193938,0.16263952717154853,0.03760918519841406,0.01391964699248979,0.004276723320337879,0.001472071579468394,0.00024912336104653655,0.0012463431910224774,0.000667712791016726,0.0008772307351255838,0.0009614902829536621,0.0008965194327725494,0.0011143883557300496,0.00025782737750009035,0.0012543261116660712,0.0011410943942549883,0.001806079301169811,0.0009799857511339103,0.0012018934499724101,0.0010056352649884836
VC_0042,0.0,0.0008999445442418974,0.0007587729724023711,0.0006755268803822885,0.0008530541228623592,0.0009683665210902801,0.0008800539525556048,0.0013513400616959504,0.0017975728664662337,0.005385904356348134,0.024653597238883544,0.10811735019409446,0.3285739895071617,0.6037009921101654,0.5157748194856034,0.06696852980992736,0.014745453639700278,0.0048566087697313005,0.00217152020342681,0.0011178418230963615,0.0007991961092064563,0.0012413636547580096,0.0009486486061161589,0.000885795687305207,0.000720268205655852,0.0007261720505333795,0.0011826254842312433,0.001303348642364252,0.00140397562855798,0.0012505385262308174,0.001353221649340002
VC_0043,0.0,3.207306079650185e-05,3.615148143155844e-05,0.00017243014293429935,0.0013015612176987973,0.006765190692675614,0.033063256743733324,0.13619578069352556,0.36636973845077675,0.731519076547414,0.7984048191760877,0.41884127581166686,0.050341610242525606,0.0008624625292224259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0044,0.0,0.00024065119417693154,0.0002833719143464934,0.0004679929261567064,0.0026952548910143008,0.013338065539447776,0.05940472136133998,0.20467877622207287,0.4628466853064798,0.6567708589601273,0.4507353533840075,0.11259560235176443,0.025236485470762054,0.023240098576589565,0.011835061220878944,0.017256990941794264,0.017827577797051235,0.016469294218840497,0.014223097222585732,0.013854461868030677,0.01499765861128792,0.014905917253042545,0.01660108159383576,0.014636284105160614,0.012206193098154895,0.014119029743186096,0.010468246797817474,0.008399456063340877,0.005386413291196942,0.0024611773628404176,0.0005435705737933203
VC_0046,0.0,0.00013605103855249053,0.00012045806393495431,0.00012134879354833123,0.00016579222808640867,0.0008098503024736988,0.004197007804998257,0.01855853129383303,0.08409575908455427,0.24269379516421472,0.522266467394226,0.5408402486767022,0.10040548249954417,0.008440868379560039,0.0007509577795644031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0047,0.0,0.00012367848461695028,0.00033214472589546904,0.00035537743455079805,0.00038604192954104375,0.0009115435105195369,0.005378221513321702,0.03791080433308814,0.15356719169219593,0.38048111745195184,0.40266490536494565,0.12124671900697293,0.0049655355403417705,0.0011293016180966855,0.0008661268601338485,0.00028671792356365077,0.0003018475200234438,0.0003058107916410656,0.00028768065307955426,0.0003001874962629799,0.00030276346899706845,0.00032167573542412747,0.00027556019911853036,0.000274636091136817,0.00027342645799826996,0.0002829802953336611,0.0002869846428756112,0.0003023245812390143,0.0002608034559529658,0.00020397025330982335,0.00020795374187945496
VC_0048,0.0,0.00019153153784393795,0.00022002263358444319,0.0001774693937751798,0.00014736960914805375,0.0010580336855990184,0.00632885429657706,0.03850122694079671,0.16888227183177487,0.398307995045604,0.4928571689213044,0.13282783578249058,0.012219371233760382,0.001698727419751798,0.0003489421841136603,0.00022251300361071636,9.765507418514712e-05,0.00012911204961841695,2.8687291127877744e-05,0.0,6.978837663332813e-05,0.00017243385461420855,0.00018467866657146894,0.0001954424714309845,0.00011196624188110948,0.0001813581910370022,0.0,0.0,0.0,0.0,0.0
VC_0049,0.0,0.00017588940854652336,5.1584303414339375e-05,0.00017013302102091943,0.00024225363005325488,0.0005528857868929646,0.0024138895576406925,0.01480519964835734,0.07608987952721585,0.21788747466933464,0.4741859343061497,0.4157913182093198,0.0800304864904012,0.008181391859206173,0.001230243996767021,0.00024930919248732303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0050,0.0,6.256733346471436e-05,6.220947401977672e-05,4.993542673148388e-05,0.00010214180636106003,0.00039751045200493793,0.0022091248041989577,0.01611399215479884,0.08870557859150957,0.22133239514028802,0.4112961327660101,0.29666374104829785,0.04196994429575162,0.01677466181583727,0.013557709381050135,0.012914138192126681,0.005079931253947796,0.007943342766652348,0.008568773538001643,0.006525405470203908,0.004777496820358894,0.004357049022479147,0.004802046406295154,0.004932024086545508,0.004074666488179076,0.004463665590012449,0.002735621382901574,0.0038286566781839974,0.002213925444179514,0.0015531691103994256,0.0008478898720049336
VC_0051,0.0,2.668123112772212e-05,2.5520925880782585e-05,4.820769323545153e-05,0.00020082795178642048,0.0018736586932402515,0.012014087246394054,0.06448284519436479,0.23798786655460197,0.561137319470887,0.6484292763462101,0.2512793989970982,0.006132305129263677,0.0,6.121071780176371e-05,0.003175946062658939,0.0053039243818783334,0.007876282407875154,0.002765328197598135,0.000298770671132962,0.0002701750932749411,0.00012424746174003764,0.0009405204283777406,0.0003196904280616767,0.00015750143864169902,0.0006105387090282664,0.0,0.00015497873353009092,0.0,0.0001345792069949896,1.2478264585667255e-05
