locus,oldLocus,gene,description,logFC,qvalue
VC_RS17435,VCA0863; VC_A0863,,lysophospholipase VolA,-2.92439745954057,1.06073254990223e-07
VC_RS17440,VCA0864; VC_A0864,,methyl-accepting chemotaxis protein,-0.227621335568384,0.399197004418008
VC_RS17445,VCA0865; VC_A0865,hapA,hemagglutinin/proteinase HapA,0.273734763832478,0.140996674178188
VC_RS17455,VCA0867; VC_A0867,ompW,outer membrane protein OmpW,1.13141392458418,0.0152930089067511
VC_RS17460,VCA0868; VC_A0868,,hypothetical protein,1.76828337422056,0.0003404546540017
VC_RS17465,VCA0870; VC_A0870,pbpG,D-alanyl-D-alanine endopeptidase,0.251628158614751,0.242503942797588
VC_RS17470,VCA0871; VC_A0871,,PLP-dependent aminotransferase family protein,0.28856883495721,0.269807251296456
VC_RS17475,VCA0872; VC_A0872,,cytochrome ubiquinol oxidase subunit I,-0.500849168608102,0.12013355002447
VC_RS17480,VCA0873; VC_A0873,cydB,cytochrome d ubiquinol oxidase subunit II,0.184309577093764,0.530362409113829
VC_RS17485,,cydX,cytochrome bd-I oxidase subunit CydX,-0.602156949502371,0.405088920992847
VC_RS17490,VCA0874; VC_A0874,,hypothetical protein,-8.74740441891685,5.27377094367498e-06
VC_RS17495,VCA0875; VC_A0875,,D-serine ammonia-lyase,0.0561151720024994,0.765100117505044
VC_RS17500,VCA0876; VC_A0876,dsdC,DNA-binding transcriptional regulator DsdC,-0.2721253935042,0.448393542289776
VC_RS17505,VCA0877; VC_A0877,,linear amide C-N hydrolase,0.0870397975959362,0.763198843156967
VC_RS17510,VCA0878; VC_A0878,,integrase,0.129037377687064,0.726255954403991
VC_RS17515,VCA0880; VC_A0880,,alpha-pore-forming tripartite toxin MakABE regulator MakD,1.98589597181086,0.001888163865599
VC_RS17520,VCA0881; VC_A0881,,alpha-pore-forming tripartite toxin MakABE regulator MakC,2.61161487844989,0.0002454860591587
VC_RS17525,VCA0882; VC_A0882,,alpha-pore-forming cytotoxin subunit MakB,2.25950981726417,0.0001354673824143
VC_RS17530,VCA0883; VC_A0883,makA,cytotoxin MakA,2.66131866510235,3.83072158741165e-05
VC_RS17535,VCA0884; VC_A0884,,alpha-pore-forming cytotoxin subunit MakE,1.29542328679434,0.0003304728498107
VC_RS17545,VCA0885; VC_A0885,tdh,L-threonine 3-dehydrogenase,1.26015093943261,0.0004604199406603
VC_RS17550,VCA0886; VC_A0886,,glycine C-acetyltransferase,0.353602642329365,0.221810479562545
VC_RS17555,VCA0887; VC_A0887,,protein deglycase HchA,0.462482180238051,0.0210878764959075
VC_RS17560,VCA0888; VC_A0888,,PA1136 family autoinducer-binding transcriptional regulator,0.369568042962533,0.090688170314963
VC_RS17565,VCA0889; VC_A0889,,LysR family transcriptional regulator,0.107198703570685,0.578367267160193
VC_RS17570,VCA0890; VC_A0890,,SMU1112c/YaeR family gloxylase I-like metalloprotein,0.573568816142378,0.0289977089362407
VC_RS17575,VCA0891; VC_A0891,,PepSY-associated TM helix domain-containing protein,-0.927191145078593,0.0012393429119396
VC_RS17580,VCA0892; VC_A0892,,hypothetical protein,0.0728245252131881,0.795062219827804
VC_RS17585,VCA0893; VC_A0893,,cytochrome b562,-0.287810904786344,0.122628349115919
VC_RS17590,VCA0894; VC_A0894,,phosphatase,0.521112486399217,0.0173648341019264
VC_RS17595,VCA0895; VC_A0895,,HD domain-containing phosphohydrolase,1.28580606838998,0.0003682934737415
VC_RS17600,VCA0896; VC_A0896,zwf,glucose-6-phosphate dehydrogenase,-1.04007638646579,0.0001396617500964
VC_RS17605,VCA0897; VC_A0897,pgl,6-phosphogluconolactonase,-1.27200362587726,6.38837569693521e-06
VC_RS17610,VCA0898; VC_A0898,gnd,decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase,-0.491589681887175,0.0107324314022763
VC_RS17615,VCA0900; VC_A0900,,MBL fold metallo-hydrolase,1.0542609789296,0.0001709240039417
VC_RS17620,VCA0901; VC_A0901,,DsbA family protein,1.06762090516322,0.0009628110906843
VC_RS17625,VCA0902; VC_A0902,,DUF6279 family lipoprotein,0.828338420640464,0.0036665243772325
VC_RS17630,VCA0903; VC_A0903,,glycerate kinase,0.765374252404553,0.0041203633107985
VC_RS17635,VCA0904; VC_A0904,,GntP family permease,0.404114351948462,0.1547879783604
VC_RS17640,VCA0905; VC_A0905,,PucR family transcriptional regulator,1.03372763632253,0.0134980933254402
VC_RS17645,VCA0906; VC_A0906,,methyl-accepting chemotaxis protein,0.0295164968406,0.908607039065003
VC_RS17650,VCA0907; VC_A0907,hutZ,heme utilization protein HutZ,-0.302587564260689,0.238958961278093
VC_RS17655,VCA0908; VC_A0908,hutX,heme utilization cystosolic carrier protein HutX,-0.479518580763943,0.0113735782682859
VC_RS17660,VCA0909; VC_A0909,hutW,heme anaerobic degradation radical SAM methyltransferase ChuW/HutW,-0.726270409882614,0.0012993454440897
VC_RS17665,VCA0910; VC_A0910,,energy transducer TonB,-0.575908674585744,0.0215226157491292
VC_RS17670,VCA0911; VC_A0911,,MotA/TolQ/ExbB proton channel family protein,-0.899506313586897,0.0002379263707923
VC_RS17675,VCA0912; VC_A0912,,ExbD/TolR family protein,-0.624548361432027,0.0033271170763699
VC_RS17680,VCA0913; VC_A0913,,heme/hemin ABC transporter substrate-binding protein,-0.944089578735245,0.0002965481286509
VC_RS17685,VCA0914; VC_A0914,,FecCD family ABC transporter permease,-0.642529324688284,0.0077126623512709
VC_RS17690,VCA0915; VC_A0915,,heme ABC transporter ATP-binding protein,-0.90206363045673,0.0012096414193533
VC_RS17695,VCA0917; VC_A0917,,TetR family transcriptional regulator,2.09916062058584,7.95772099236358e-07
VC_RS17700,VCA0919; VC_A0919,,YfcZ/YiiS family protein,0.763816611711384,0.0014458312237567
VC_RS17705,VCA0920; VC_A0920,,hypothetical protein,-0.584985489079605,0.0548179474259327
VC_RS17710,VCA0921; VC_A0921,,1-acyl-sn-glycerol-3-phosphate acyltransferase,0.0741000551104917,0.715056526833325
VC_RS17715,VCA0922; VC_A0922,,hypothetical protein,-1.51914745948657,0.0013849357101059
VC_RS17720,VCA0923; VC_A0923,mlp37,methyl-accepting chemotaxis protein Mlp37,0.726304838025135,0.0158805367169897
VC_RS17725,VCA0924; VC_A0924,,hybrid-cluster NAD(P)-dependent oxidoreductase,-0.171632598996688,0.33384208000269
VC_RS17730,VCA0925; VC_A0925,pyrC,dihydroorotase,-0.212184540239137,0.42307435001001
VC_RS17735,VCA0926; VC_A0926,,helix-turn-helix domain-containing protein,0.536291481724949,0.0109688567166428
VC_RS17740,VCA0927; VC_A0927,,DUF805 domain-containing protein,-1.35020499317877,0.0921008149609372
VC_RS17745,VCA0928; VC_A0928,,hypothetical protein,-1.32272979322781,0.078053935064211
VC_RS17750,VCA0929; VC_A0929,rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,-0.470941597035283,0.007412253397753
VC_RS17755,VCA0930; VC_A0930,,DUF808 domain-containing protein,0.0302745613030699,0.882864097934174
VC_RS17760,VCA0931; VC_A0931,,3'3'-cGAMP-specific phosphodiesterase,0.118988649773048,0.520456809314416
VC_RS17765,VCA0933; VC_A0933,,transcription antiterminator/RNA stability regulator CspE,-6.83469176522126,3.83072158741165e-05
VC_RS17770,VCA0935; VC_A0935,,hypothetical protein,-3.54784579732187,2.57567189564403e-05
VC_RS17775,VCA0936; VC_A0936,,M14 family metallopeptidase,-1.69407046909904,0.0001044224401238
VC_RS17780,VCA0937; VC_A0937,,AraC family transcriptional regulator,0.274432188598419,0.127073773005761
VC_RS17785,VCA0938; VC_A0938,,DMT family transporter,-1.81642131694387,1.64080633142828e-06
VC_RS17790,VCA0939; VC_A0939,,GGDEF domain-containing protein,-0.366377423152133,0.137134367033727
VC_RS17795,VCA0940; VC_A0940,,DeoR/GlpR family transcriptional regulator,0.533902288908259,0.0269295109664381
VC_RS17800,VCA0941; VC_A0941,,acyl-CoA thioesterase,0.93430634971017,0.0002097818807581
VC_RS17805,VCA0942; VC_A0942,,hypothetical protein,0.319692164612955,0.24815650897211
VC_RS17810,VCA0943; VC_A0943,malG,maltose ABC transporter permease MalG,-0.207174877386614,0.392311523774456
VC_RS17815,VCA0944; VC_A0944,malF,maltose ABC transporter permease MalF,0.90953578168898,0.020054449826988
VC_RS17820,VCA0945; VC_A0945,malE,maltose/maltodextrin ABC transporter substrate-binding protein MalE,1.61257485641081,0.0015314809142821
VC_RS17825,VCA0946; VC_A0946,malK,maltose/maltodextrin ABC transporter ATP-binding protein MalK,1.08714425212814,0.0028778782825076
VC_RS17830,VCA0947; VC_A0947,speG,spermidine N1-acetyltransferase,1.5483369890945,2.67271396018472e-05
VC_RS17835,VCA0948; VC_A0948,,Rho-binding antiterminator,1.03123571689464,0.0004562669277801
VC_RS17840,VCA0949; VC_A0949,,2OG-Fe(II) oxygenase,-0.107128097617001,0.751175733388056
VC_RS17845,VCA0951; VC_A0951,,heavy metal-binding domain-containing protein,1.59425325117949,0.0002110761855346
VC_RS17850,VCA0952; VC_A0952,vpsT,LuxR family transcriptional regulator VpsT,1.80373911752849,1.67808621459322e-05
VC_RS17855,VCA0953; VC_A0953,ppiC,peptidylprolyl isomerase PpiC,-0.552449120136017,0.0195202465234113
VC_RS17860,VCA0954; VC_A0954,,chemotaxis protein,-0.846075330182577,0.0022753840639522
VC_RS17865,VCA0955; VC_A0955,,MarR family winged helix-turn-helix transcriptional regulator,0.768080553759479,0.0039411458040128
VC_RS17870,VCA0956; VC_A0956,,GGDEF domain-containing protein,0.640067682899125,0.0026947113955081
VC_RS17875,VCA0957; VC_A0957,,malate synthase,0.790265722599573,0.0367011920789304
VC_RS17880,VCA0958; VC_A0958,,DUF3612 domain-containing protein,0.827994775368672,0.0017947116314587
VC_RS17885,VCA0960; VC_A0960,,diguanylate cyclase,-0.333028864021398,0.100861400586302
VC_RS17890,VCA0961; VC_A0961,,alpha-ketoglutarate-dependent dioxygenase AlkB family protein,-0.544234287087466,0.0067002045056534
VC_RS17895,VCA0962; VC_A0962,,DUF3541 domain-containing protein,2.40063614560886,2.45246162178733e-07
VC_RS17900,VCA0963; VC_A0963,,DMT family transporter,-0.0499771785041673,0.882864097934174
VC_RS17905,VCA0964; VC_A0964,,LysR substrate-binding domain-containing protein,0.447299271014378,0.0496493949794708
VC_RS17910,VCA0965; VC_A0965,,GGDEF domain-containing protein,0.836715214168886,0.0093820422686598
VC_RS17915,VCA0966; VC_A0966,,hypothetical protein,1.84292213345657,1.37173730522241e-06
VC_RS17920,VCA0969; VC_A0969,,pirin family protein,-0.122190722950993,0.593252394161975
VC_RS17925,VCA0970; VC_A0970,,pyrimidine/purine nucleoside phosphorylase,0.531257850442046,0.0220210022862889
VC_RS17930,VCA0971; VC_A0971,,DUF2850 domain-containing protein,-0.0531411071077922,0.801821897888812
VC_RS17935,VCA0972; VC_A0972,,MDR family MFS transporter,-0.939698744324683,0.0003773703610663
VC_RS17940,VCA0974; VC_A0974,,methyl-accepting chemotaxis protein,-0.302511642574473,0.181119645175948
VC_RS17945,VCA0975; VC_A0975,,Lon protease family protein,-0.427526594888529,0.0435800165233458
VC_RS17950,VCA0976; VC_A0976,,hypothetical protein,-1.74012410161492,5.08904994907327e-05
VC_RS17955,VCA0977; VC_A0977,,ABC transporter ATP-binding protein,-1.26593105995607,0.0001063770620785
VC_RS17960,VCA0978; VC_A0978,,transporter substrate-binding domain-containing protein,1.64013629493815,0.010471762903836
VC_RS17965,VC_A0979,,methyl-accepting chemotaxis protein,0.0636559854059272,0.903392386728957
VC_RS17970,VC_A0980,,hypothetical protein,1.5323976489789,0.0001787555934414
VC_RS17975,VCA0981; VC_A0981,,substrate-binding periplasmic protein,1.43256674374027,0.0010706895481756
VC_RS17980,VCA0982; VC_A0982,,LysR family transcriptional regulator,-0.272419567324273,0.305031830561388
VC_RS17985,,,hypothetical protein,0.40315009633474,0.561647447203129
VC_RS17990,VCA0983; VC_A0983,,L-lactate permease,-0.0386600923512763,0.926751177024392
VC_RS17995,VCA0984; VC_A0984,lldD,FMN-dependent L-lactate dehydrogenase LldD,-0.189053216188586,0.564451691500503
VC_RS18000,VCA0985; VC_A0985,,FAD-binding and (Fe-S)-binding domain-containing protein,0.261794254167412,0.389087912269735
VC_RS18005,VCA0986; VC_A0986,,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,-0.158039438022308,0.508613081371564
VC_RS18010,VCA0987; VC_A0987,ppsA,phosphoenolpyruvate synthase,0.746304094655003,0.0087438062942147
VC_RS18015,VCA0988; VC_A0988,,methyl-accepting chemotaxis protein,0.732431093025864,0.0429245752660098
VC_RS18020,VCA0989; VC_A0989,,MATE family efflux transporter,2.40783456397296,3.79906790021474e-06
VC_RS18025,VCA0990; VC_A0990,,DEAD/DEAH box helicase,-0.640903720134643,0.0044616615861512
VC_RS18030,VCA0991; VC_A0991,,LysR family transcriptional regulator,0.0433697884705845,0.861698703447488
VC_RS18035,VCA0992; VC_A0992,grxB,glutaredoxin 2,-0.372169583111796,0.350505330323062
VC_RS18040,VCA0993; VC_A0993,,alkene reductase,0.0097607821848347,0.976189735227986
VC_RS18045,VCA0994; VC_A0994,ctlX,citrulline utilization hydrolase CtlX,-0.262202838188198,0.405088920992847
VC_RS18050,VCA0996; VC_A0996,vcaM,multidrug efflux ABC transporter VcaM,-0.953074499433624,5.60470423612531e-05
VC_RS18055,VCA0997; VC_A0997,,hypothetical protein,-0.372023042485657,0.115195128851549
VC_RS18060,VCA0998; VC_A0998,,alkene reductase,0.328291639271319,0.35256740412114
VC_RS18065,VCA0999; VC_A0999,,TetR/AcrR family transcriptional regulator,0.934522421492907,4.38434126078732e-05
VC_RS18070,VCA1000; VC_A1000,,LysE family translocator,-0.190884350298066,0.6091348087474
VC_RS18075,VCA1001; VC_A1001,,helix-turn-helix transcriptional regulator,-0.368850779008952,0.0888326777430667
VC_RS18080,VCA1002; VC_A1002,,AzlC family ABC transporter permease,-0.133837077435214,0.570350709408116
VC_RS18085,VCA1003; VC_A1003,,AzlD domain-containing protein,0.160572666558658,0.643269051353528
VC_RS18090,VCA1004; VC_A1004,,fumarylacetoacetate hydrolase family protein,0.0925140211920499,0.69411322037219
VC_RS18095,VCA1005; VC_A1005,,MarR family winged helix-turn-helix transcriptional regulator,1.27739439087642,0.0003132365120709
VC_RS18100,VCA1006; VC_A1006,,organic hydroperoxide resistance protein,0.964512210910282,0.0229773813369505
VC_RS18105,VCA1008; VC_A1008,,anion-selective porin,0.503892274147703,0.15694214869521
VC_RS18110,VCA1010; VC_A1010,,DMT family transporter,-1.22671989337905,0.0003231856377656
VC_RS18115,VCA1011; VC_A1011,,glutaredoxin domain-containing protein,-0.994065651338258,0.0437031132918428
VC_RS18120,VCA1012; VC_A1012,,YjiG family protein,0.254694588819447,0.65608173189992
VC_RS18125,VCA1013; VC_A1013,,nucleoside recognition domain-containing protein,-0.201691815279184,0.714253030411692
VC_RS18130,VCA1015; VC_A1015,nhaD,sodium:proton antiporter NhaD,1.60255118535225,0.0007899420174299
VC_RS18135,VCA1016; VC_A1016,,hypothetical protein,1.05730208692651,0.0077126623512709
VC_RS18140,VCA1017; VC_A1017,,methylated-DNA--[protein]-cysteine S-methyltransferase,1.26106251425098,0.0020931226749489
VC_RS18145,VCA1018; VC_A1018,,DNA-3-methyladenine glycosylase 2 family protein,-0.403266771699943,0.0834921039828732
VC_RS18150,VCA1019; VC_A1019,,DoxX family protein,-0.769814277437719,0.33734701162514
VC_RS18155,VCA1020; VC_A1020,,LysR family transcriptional regulator,-0.352144803148233,0.0470785016478073
VC_RS18160,VCA1021; VC_A1021,,DUF413 domain-containing protein,1.31113617682544,2.09676055370962e-05
VC_RS18165,VCA1023; VC_A1023,,flavohemoglobin expression-modulating QEGLA motif protein,0.632824977602554,0.0056339197150008
VC_RS18170,VCA1024; VC_A1024,,DUF3081 domain-containing protein,1.07710428232203,0.0157204315338959
VC_RS18175,VCA1025; VC_A1025,nagB,glucosamine-6-phosphate deaminase,0.611975981995057,0.0236656058176845
VC_RS18180,VCA1026; VC_A1026,,tetratricopeptide repeat protein,-0.257960239857403,0.136468694754299
VC_RS18185,VCA1027; VC_A1027,,MalM family protein,1.21889476856698,0.0006337689391032
VC_RS18190,VCA1028; VC_A1028,lamB,maltoporin LamB,2.91877269441354,6.29847208348193e-06
VC_RS18195,VCA1029; VC_A1029,glgX,glycogen debranching protein GlgX,0.553958314273464,0.0029244678465503
VC_RS18200,VCA1030; VC_A1030,,DUF2999 family protein,0.227557528327292,0.203064766452349
VC_RS18205,VCA1031; VC_A1031,,methyl-accepting chemotaxis protein,-0.397253033905211,0.146784742949771
VC_RS18210,VCA1032; VC_A1032,,hypothetical protein,2.15337255281592,7.95772099236358e-07
VC_RS18215,VCA1033; VC_A1033,,ABC transporter substrate-binding protein,1.13160040790536,0.0003950008672179
VC_RS18220,VCA1034; VC_A1034,,HAMP domain-containing methyl-accepting chemotaxis protein,0.947030166937501,0.0017651828380908
VC_RS18225,VCA1035; VC_A1035,,DUF3297 family protein,-1.18894121175553,0.0006474639466276
VC_RS18230,VCA1036; VC_A1036,aroG,3-deoxy-7-phosphoheptulonate synthase AroG,-0.237751331313966,0.235625129267444
VC_RS18235,VCA1037; VC_A1037,,amino acid ABC transporter ATP-binding protein,-0.528457734902909,0.0133334269507689
VC_RS18240,VCA1038; VC_A1038,,amino acid ABC transporter permease,-0.567117068191819,0.0068110080926259
VC_RS18245,VCA1039; VC_A1039,,transporter substrate-binding domain-containing protein,-0.144287529061191,0.585168416498026
VC_RS18250,VCA1040; VC_A1040,,amino acid ABC transporter permease,-0.728304274950935,0.005373922709504
VC_RS18255,VCA1041; VC_A1041,,phospho-sugar mutase,0.343171504894415,0.27908247856164
VC_RS18260,VCA1042; VC_A1042,,bactofilin family protein,-0.365173961016034,0.0955442738300401
VC_RS18265,VCA1043; VC_A1043,,M23 family metallopeptidase,-1.59871413774566,5.12116172646534e-06
VC_RS18270,VCA1045; VC_A1045,,PTS mannitol transporter subunit IICBA,-0.35335796664934,0.0664691323331656
VC_RS18275,VCA1046; VC_A1046,,mannitol-1-phosphate 5-dehydrogenase,-0.0397287957486404,0.857526022344833
VC_RS18280,VCA1047; VC_A1047,,MltR family transcriptional regulator,0.25997279220859,0.197460749437386
VC_RS18285,VCA1048; VC_A1048,,Gfo/Idh/MocA family protein,-0.196747050043666,0.322927867576696
VC_RS18290,VCA1049; VC_A1049,,Vmh family MBL fold metallo-hydrolase,-0.185548037305189,0.503752200985824
VC_RS18295,VCA1050; VC_A1050,,hypothetical protein,1.13504516915129,0.0002961321613171
VC_RS18300,VCA1051; VC_A1051,,YccF domain-containing protein,1.33956410586371,1.80831802572771e-05
VC_RS18305,VCA1052; VC_A1052,,sulfite exporter TauE/SafE family protein,-0.584786301066814,0.0116707456748784
VC_RS18310,VCA1053; VC_A1053,,rhodanese-like domain-containing protein,-0.191649529026096,0.332876160471374
VC_RS18315,VCA1054; VC_A1054,,NAD(P)-dependent oxidoreductase,2.01267995226683,9.27891513333271e-06
VC_RS18320,VCA1055; VC_A1055,,LysR family transcriptional regulator,-0.109304984032578,0.7225887619894
VC_RS18325,VCA1056; VC_A1056,,methyl-accepting chemotaxis protein,0.947400754608767,0.0009689384424419
VC_RS18330,VCA1057; VC_A1057,,SDR family oxidoreductase,0.736210018410272,0.0543034595412165
VC_RS18335,VCA1058; VC_A1058,,LysR family transcriptional regulator,0.621498774117573,0.0138238747543284
VC_RS18340,VCA1059; VC_A1059,trmY,tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY,-0.83326827368602,0.0019388253704912
VC_RS18345,VCA1060; VC_A1060,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase",-1.41268573748371,9.73626763612806e-05
VC_RS18350,VC_A1061,,hypothetical protein,0.942028089596352,0.296818701913483
VC_RS18355,VCA1062; VC_A1062,potE,putrescine-ornithine antiporter,1.05263449993034,0.0143666083303285
VC_RS18360,VCA1063; VC_A1063,speF,ornithine decarboxylase SpeF,1.39812340461238,0.0026680025855145
VC_RS18365,VC_A1065,speFL,leader peptide SpeFL,2.17149335656421,0.0022056109778332
VC_RS18370,VCA1067; VC_A1067,,coniferyl aldehyde dehydrogenase,0.596157100521137,0.0110156516805366
VC_RS18375,VCA1068; VC_A1068,,Lrp/AsnC family transcriptional regulator,0.749960955173761,0.0086924805102743
